#adm1+pcode,#adm2+pcode,#date,#affected+infected+confirmed+total,#affected+infected+dead+total,created_at,created_by
13,69,2020-04-26,832.8172996482532,85.93253004415344,2020-12-10 12:45:33.598434,jaredross
13,66,2020-04-27,636.7467845512056,66.24470723062299,2020-12-10 12:45:33.598434,jaredross
13,67,2020-04-27,689.8048548063105,71.76466652299473,2020-12-10 12:45:33.598434,jaredross
13,68,2020-04-27,710.2616103140198,73.89290935417256,2020-12-10 12:45:33.598434,jaredross
13,69,2020-04-27,837.1867503284644,87.09771689220976,2020-12-10 12:45:33.598434,jaredross
13,66,2020-04-28,642.2856396708229,68.6818034832546,2020-12-10 12:45:33.598434,jaredross
13,67,2020-04-28,695.8052449838184,74.40483820109822,2020-12-10 12:45:33.598434,jaredross
13,68,2020-04-28,716.4399472165426,76.61137759128258,2020-12-10 12:45:33.598434,jaredross
13,69,2020-04-28,844.4691681288164,90.30198072436464,2020-12-10 12:45:33.598434,jaredross
13,66,2020-04-29,647.6029405856555,69.78957450717806,2020-12-10 12:45:33.598434,jaredross
13,67,2020-04-29,701.565619554226,75.60491623659979,2020-12-10 12:45:33.598434,jaredross
13,68,2020-04-29,722.3711506429645,77.84704497178714,2020-12-10 12:45:33.598434,jaredross
13,69,2020-04-29,851.4602892171544,91.75846428443504,2020-12-10 12:45:33.598434,jaredross
13,66,2020-04-30,649.1538200191483,70.89734553110152,2020-12-10 12:45:33.598434,jaredross
13,67,2020-04-30,703.2457288039283,76.80499427210138,2020-12-10 12:45:33.598434,jaredross
13,68,2020-04-30,724.1010849756708,79.0827123522917,2020-12-10 12:45:33.598434,jaredross
13,69,2020-04-30,853.4993662012529,93.21494784450543,2020-12-10 12:45:33.598434,jaredross
13,66,2020-05-01,653.1417957052728,71.78356235024029,2020-12-10 12:45:33.598434,jaredross
13,67,2020-05-01,707.566009731734,77.76505670050264,2020-12-10 12:45:33.598434,jaredross
13,68,2020-05-01,728.5494875454873,80.07124625669535,2020-12-10 12:45:33.598434,jaredross
13,69,2020-05-01,858.7427070175063,94.38013469256175,2020-12-10 12:45:33.598434,jaredross
13,66,2020-05-02,656.6866629818279,72.44822496459437,2020-12-10 12:45:33.598434,jaredross
13,67,2020-05-02,711.406259445339,78.4851035218036,2020-12-10 12:45:33.598434,jaredross
13,68,2020-05-02,732.5036231631018,80.81264668499807,2020-12-10 12:45:33.598434,jaredross
13,69,2020-05-02,863.4034544097316,95.25402482860399,2020-12-10 12:45:33.598434,jaredross
13,66,2020-05-03,663.776397534938,73.11288757894845,2020-12-10 12:45:33.598434,jaredross
13,67,2020-05-03,719.0867588725491,79.20515034310455,2020-12-10 12:45:33.598434,jaredross
13,68,2020-05-03,740.411894398331,81.55404711330081,2020-12-10 12:45:33.598434,jaredross
13,69,2020-05-03,872.724949194182,96.12791496464622,2020-12-10 12:45:33.598434,jaredross
13,66,2020-05-04,664.6626143540768,73.55599598851784,2020-12-10 12:45:33.598434,jaredross
13,67,2020-05-04,720.0468213009505,79.68518155730519,2020-12-10 12:45:33.598434,jaredross
13,68,2020-05-04,741.4004283027347,82.04831406550264,2020-12-10 12:45:33.598434,jaredross
13,69,2020-05-04,873.8901360422384,96.71050838867438,2020-12-10 12:45:33.598434,jaredross
13,66,2020-05-05,670.201469473694,74.22065860287191,2020-12-10 12:45:33.598434,jaredross
13,67,2020-05-05,726.0472114784583,80.40522837860613,2020-12-10 12:45:33.598434,jaredross
13,68,2020-05-05,747.5787652052575,82.78971449380536,2020-12-10 12:45:33.598434,jaredross
13,69,2020-05-05,881.1725538425904,97.58439852471662,2020-12-10 12:45:33.598434,jaredross
13,66,2020-05-06,675.0756619789573,75.54998383158006,2020-12-10 12:45:33.598434,jaredross
